	name	query	labels	address	postal no.	postal name	coord. x	coord. y
229	Tårnby Station	S-togsstationer	['S-togsstationer']	Englandsvej 320	2770	Kastrup	12.6020021	55.6298447
230	Sorgenfri Station	S-togsstationer	['S-togsstationer']	Hummeltoftevej 51	2830	Virum	12.4831743	55.7814178
231	Avedøre Station	S-togsstationer	['S-togsstationer']	Kærgårdsvej 52	2650	Hvidovre	12.4542103	55.6251602
232	Hvidovre Station	S-togsstationer	['S-togsstationer']	Hvidovrevej 55-57	2650	Hvidovre	12.4747515	55.6644783
233	Friheden Station	S-togsstationer	['S-togsstationer']	Hvidovrevej 333-335	2650	Hvidovre	12.4774809	55.6437874
234	Vangede Station	S-togsstationer	['S-togsstationer']	Vangedevej 145	2820	Gentofte	12.5236139	55.7394485
235	Malmparken Station	S-togsstationer	['S-togsstationer']	Malmparken 10	2750	Ballerup	12.3851948	55.7255020
236	Holte Station	S-togsstationer	['S-togsstationer']	Holte Stationsvej 36	2840	Holte	12.4688263	55.8076553
237	Jersie Station	S-togsstationer	['S-togsstationer']	Birkevænget 1	2680	Solrød Strand	12.2119102	55.5228233
238	Brøndby Strand Station	S-togsstationer	['S-togsstationer']	Brøndby Strand Centrum 1	2660	Brøndby Strand	12.4225407	55.6211739
239	Svanemøllen Station	S-togsstationer	['S-togsstationer']	Østerbrogade 246	2100	København Ø	12.5781069	55.7155228
240	Grøndal Station	S-togsstationer	['S-togsstationer']	Godthåbsvej 173	2720	Vanløse	12.5159035	55.6906738
241	Rødovre Station	S-togsstationer	['S-togsstationer']	Rødovre Stationsvej 5	2610	Rødovre	12.4561424	55.6653900
242	Brøndbyøster Station	S-togsstationer	['S-togsstationer']	Gillesager 1	2605	Brøndby	12.4461908	55.6641808
243	Allerød Station	S-togsstationer	['S-togsstationer']	Allerød Stationsvej 4A	3450	Allerød	12.3565636	55.8709602
244	Herlev Station	S-togsstationer	['S-togsstationer']	Stationsalleen 9	2730	Herlev	12.4438219	55.7188759
245	NV3 ApS	S-togsstationer	['Overfladebehandling af metal', 'Overfladebehandling', 'S-togsstationer']	Industrivej 12	4700	Næstved	11.7425375	55.2056122
246	Emdrup Station	S-togsstationer	['S-togsstationer']	Tuborgvej 170	2400	København NV	12.5415125	55.7198029
247	Måløv Station	S-togsstationer	['S-togsstationer']	Måløv Stationsplads 10	2760	Måløv	12.3184404	55.7474442
248	Bagsværd Station	S-togsstationer	['S-togsstationer']	Bagsværd Hovedgade 142	2880	Bagsværd	12.4537973	55.7613144
249	Skovlunde Station	S-togsstationer	['S-togsstationer']	Skovlunde Torv 4	2740	Skovlunde	12.4035578	55.7227325
250	Vesterport Station	S-togsstationer	['S-togsstationer']	Ved Vesterport 1	1612	København V	12.5631285	55.6754875
251	Skovbrynet Station	S-togsstationer	['S-togsstationer']	Skovdiget 1	2880	Bagsværd	12.4338894	55.7626190
252	Kildebakke Station	S-togsstationer	['S-togsstationer']	Solnavej 999	2860	Søborg	12.5055170	55.7440605
253	Egedal Station	S-togsstationer	['S-togsstationer']	Dronning Dagmars Vej 198	3650	Ølstykke	12.1856260	55.7797852
254	Karlslunde Station	S-togsstationer	['S-togsstationer']	Stationsager 10	2690	Karlslunde	12.2684526	55.5664673
255	Glostrup Station	S-togsstationer	['S-togsstationer']	Banegårdspladsen 5	2600	Glostrup	12.3993053	55.6631584
256	Birkerød Station	S-togsstationer	['S-togsstationer']	Stationsvej 5	3460	Birkerød	12.4237432	55.8406372
257	Fuglebakken Station	S-togsstationer	['S-togsstationer']	Borups Alle 143	2000	Frederiksberg	12.5271044	55.6953545
258	Ølstykke Station	S-togsstationer	['S-togsstationer']	Stationsvej 2	3650	Ølstykke	12.1628199	55.7946091
259	Østerport Station	S-togsstationer	['S-togsstationer', 'Caféer, værtshuse, diskoteker mv. - (M)']	Oslo Plads 8	2100	København Ø	12.5872459	55.6925049
260	KB Hallen Station	S-togsstationer	['S-togsstationer']	Peter Bangs Vej 163A	2000	Frederiksberg	12.4929562	55.6778717
261	Sjælør Station	S-togsstationer	['S-togsstationer']	Sjælør Boulevard 65	2500	Valby	12.5272131	55.6516876
262	Greve Station	S-togsstationer	['S-togsstationer']	Stationsholmen 6	2670	Greve	12.2958059	55.5820084
263	Nørrebro Station	S-togsstationer	['S-togsstationer']	Folmer Bendtsens Plads 17	2200	København N	12.5378838	55.7006454
264	Kildedal Station	S-togsstationer	['S-togsstationer']	Kildedalsvej 1	2760	Måløv	12.2868347	55.7519989
265	Ryparken Station	S-togsstationer	['S-togsstationer']	Lyngbyvej 102	2100	København Ø	12.5593214	55.7154045
266	Islev Station	S-togsstationer	['S-togsstationer']	Slotsherrensvej 137	2720	Vanløse	12.4692268	55.6993294
267	Sydhavn Station	S-togsstationer	['S-togsstationer']	Ernst Kapers Vej 1	2450	København SV	12.5372391	55.6547852
268	Langgade Station	S-togsstationer	['S-togsstationer']	Valby Langgade 128	2500	Valby	12.5043344	55.6669464
269	Høvelte Station	S-togsstationer	['S-togsstationer']	Hesselgårdsvej 50	3460	Birkerød	12.3901854	55.8501587
270	Stengården Station	S-togsstationer	['S-togsstationer']	Gammelmosevej 252	2800	Kongens Lyngby	12.4877110	55.7561722
271	Virum Station	S-togsstationer	['S-togsstationer']	Frederiksdalsvej 64	2830	Virum	12.4734259	55.7957001
272	Værløse Station	S-togsstationer	['S-togsstationer']	Hareskovhvilevej 10	3500	Værløse	12.3736887	55.7823677
273	Ny Ellebjerg Station	S-togsstationer	['S-togsstationer']	Carl Jacobsens Vej 19	2500	Valby	12.5169535	55.6524086
274	Åmarken Station	S-togsstationer	['S-togsstationer']	Åmarkvej 2	2650	Hvidovre	12.4996958	55.6401062
275	Vigerslev Allé Station	S-togsstationer	['S-togsstationer']	Vigerslev Allé 141	2500	Valby	12.4987946	55.6598625
276	Bernstorffsvej Station	S-togsstationer	['S-togsstationer']	Bernstorffsvej 134	2900	Hellerup	12.5575972	55.7430115
277	Carlsberg Station	S-togsstationer	['S-togsstationer']	Tapperitorvet 9	1799	København V	12.5362616	55.6634254
278	Ølby Station	S-togsstationer	['S-togsstationer']	Ølbycenter 2	4600	Køge	12.1752596	55.4796181
279	Dyssegård Station	S-togsstationer	['S-togsstationer']	Dyssegårdsvej 48	2870	Dyssegård	12.5338688	55.7318268
280	Peter Bangs Vej Station	S-togsstationer	['S-togsstationer']	Glahns Alle 2A	2000	Frederiksberg	12.5036745	55.6783333
281	Gentofte Station	S-togsstationer	['S-togsstationer']	Brogårdsvej 14	2820	Gentofte	12.5413218	55.7534180
282	Veksø Station	S-togsstationer	['S-togsstationer']	Veksø Stationsvej 2	3670	Veksø Sjælland	12.2384844	55.7500992
283	Stenløse Station	S-togsstationer	['S-togsstationer']	Stationspladsen 2	3660	Stenløse	12.1906195	55.7664185
284	Ålholm Station	S-togsstationer	['S-togsstationer']	Roskildevej 131	2500	Valby	12.4932785	55.6719627
285	Danshøj Station	S-togsstationer	['S-togsstationer']	Ansgars Allé 20	2500	Valby	12.4940119	55.6642075
286	Hareskov Station	S-togsstationer	['S-togsstationer']	Stationsvej 5	3500	Værløse	12.4065895	55.7657356
287	Jyllingevej Station	S-togsstationer	['S-togsstationer']	Jyllingevej 93	2720	Vanløse	12.4774647	55.6905670
288	Taastrup Station	S-togsstationer	['S-togsstationer']	Taastrup Torv 6	2630	Taastrup	12.3026295	55.6520042
289	Albertslund St.	S-togsstationer	['S-togsstationer']	Vognporten 9	2620	Albertslund	12.353710920565227	55.658132065557965
290	Spar Borup ApS	Supermarked	['Supermarked', 'Discountsupermarkeder']	Hovedgaden 12	4140	Borup	11.9726744	55.4935417
291	MENY Østergade	Supermarked	['Supermarked', 'Slagter']	Østergade 16	4700	Næstved	11.7618074	55.2287560
292	Super Brugsen	Supermarked	['Supermarked']	Ved Åen 3	4930	Maribo	11.4927750	54.7760963
293	SuperBrugsen Svebølle	Supermarked	['Supermarked', 'Postbutikker']	Stationsvej 21	4470	Svebølle	11.2794771	55.6531906
294	Farum Bytorv	Supermarked	['Shoppingcenter']	Farum Bytorv 73	3520	Farum	12.3818178	55.8149834
295	SuperBrugsen Trørød	Supermarked	['Supermarked']	Trørødvej 76	2950	Vedbæk	12.5443449	55.8393288
296	Min Købmand ApS Ejby	Supermarked	['Købmænd']	Ejby Mosevej 7	2600	Glostrup	12.4077749	55.6973343
297	Kvickly Allerød	Supermarked	['Supermarked', 'Bager', 'Varehuse']	M D Madsensvej 21	3450	Allerød	12.3537016	55.8694916
298	Rumænsk Vin Og Delikatesse ApS	Supermarked	['Supermarked']	Åbenrå 20	1124	København K	12.5765419	55.6832466
299	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Mariendals Alle 29	4200	Slagelse	11.3418732	55.3977547
300	MENY	Supermarked	['Supermarked']	Bygaden 34	4070	Kirke Hyllinge	11.9008789	55.7080307
301	Kvickly Holte	Supermarked	['Supermarked', 'Bager', 'Kiosk', 'Varehuse', 'Postbutikker']	Holte Midtpunkt 23	2840	Holte	12.4714985	55.8114548
302	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Hovedgaden 40A, st. sal.	3630	Jægerspris	11.9847746	55.8550034
303	Spar	Supermarked	['Supermarked']	Fasanhaven 32	4220	Korsør	11.1289024	55.3459396
304	SuperBrugsen Hvalsø	Supermarked	['Supermarked', 'Bager', 'Kiosk', 'Slagter', 'Postbutikker']	Skolevej 1	4330	Hvalsø	11.8616495	55.5916824
305	Netto	Supermarked	['Supermarked']	Wendorfsvej 4	3480	Fredensborg	12.4023848	55.9789505
306	Netto	Supermarked	['Supermarked']	Prøvestensvej 6	3000	Helsingør	12.5724792	56.0202675
307	Netto	Supermarked	['Supermarked', 'Discountsupermarkeder']	Roskildevej 150	4100	Ringsted	11.7979984	55.4593163
308	REMA 1000	Supermarked	['Supermarked', 'Discountsupermarkeder']	Roskildevej 151	4100	Ringsted	11.7986507	55.4606361
309	Netto	Supermarked	['Supermarked', 'Discountsupermarkeder']	Kongevejen 32	3450	Allerød	12.3826065	55.8681030
310	Ørslev Terslev Brugsforening Amba	Supermarked	['Supermarked', 'Bager']	Ørslev Gade 19	4100	Ringsted	11.9365702	55.3863640
311	Føtex	Supermarked	['Supermarked', 'Bager', 'Slagter', 'Varehuse']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
312	REMA 1000	Supermarked	['Supermarked', 'Discountsupermarkeder']	Ørestads Boulevard 58	2300	København S	12.5808411	55.6343956
313	Supermarked v/ Fazalur Rehman	Supermarked	['Supermarked']	Røde Mellemvej 20A	2300	København S	12.5927429	55.6517448
314	Strandby Marine	Supermarked	['Supermarked']	Strandbyvej 19	4800	Nykøbing F	11.8630915	54.7476082
315	Coma Holeby I/S	Supermarked	['Supermarked']	Vestervej 111	4960	Holeby	11.4593935	54.7110786
316	Coma Marrebæk	Supermarked	['Købmænd', 'Supermarked']	Gl. Landevej 123	4873	Væggerløse	11.9030581	54.6789589
317	Coma Horreby	Supermarked	['Købmænd', 'Supermarked']	Nykøbingvej 177	4800	Nykøbing F	11.9941072	54.8043175
318	Coma Idestrup	Supermarked	['Købmænd', 'Supermarked']	Møllevej 21	4872	Idestrup	11.9575233	54.7418251
319	K Weber	Supermarked	['Supermarked', 'Tømrer']	Kaj Lykkes Vej 28	4750	Lundby	11.8753376	55.1086044
320	Coma Marrebæk I/S	Supermarked	['Supermarked']	Gl. Landevej 123	4873	Væggerløse	11.9030581	54.6789589
321	Meny Espergærde I/S	Supermarked	['Supermarked']	Øster Torv 10	3060	Espergærde	12.5457726	55.9947853
322	Bangkok Trading	Supermarked	['Supermarked']	Reventlowsgade 18, kl. sal. tv	1651	København V	12.5636854	55.6720886
323	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Kongelundsvej 273	2770	Kastrup	12.5862532	55.6187477
324	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Finsensvej 47A, st. sal.	2000	Frederiksberg	12.5081577	55.6818237
325	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Frederiksborgvej 18	3200	Helsinge	12.1997461	56.0202332
326	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Vestensborg Alle 28	4800	Nykøbing F	11.8694992	54.7711716
327	China Town Market	Supermarked	['Supermarked']	Reventlowsgade 18, kl. sal. tv	1651	København V	12.5636854	55.6720886
328	EuroSpar	Supermarked	['Supermarked', 'Slagter']	Kalundborgvej 138	4300	Holbæk	11.6763039	55.7145920
329	SuperBrugsen Herstedvester	Supermarked	['Supermarked', 'Kiosk', 'Slagter']	Egelundsvej 20	2620	Albertslund	12.3389091	55.6702156
330	Netto	Supermarked	['Supermarked', 'Discountsupermarkeder']	Egelundsvej 24	2620	Albertslund	12.3392954	55.6704483
331	Netto	Supermarked	['Supermarked', 'Discountsupermarkeder']	Ny Østergade 9	4880	Nysted	11.7300739	54.6692581
332	Svogerslev Supermarked Meny ApS	Supermarked	['Supermarked']	Svogerslev Hovedgade 78A	4000	Roskilde	12.0165949	55.6335831
333	Bonita ApS	Supermarked	['Supermarked']	Rugvænget 10	2630	Taastrup	12.2906265	55.6475296
334	REMA 1000	Supermarked	['Supermarked']	Undalsvej 2	3300	Frederiksværk	12.0341463	55.9486313
335	REMA 1000	Supermarked	['Supermarked', 'Discountsupermarkeder']	Snoldelev Bygade 61B	4621	Gadstrup	12.1151447	55.5717354
336	Rema 1000	Supermarked	['Supermarked']	Hundige Strandvej 190	2670	Greve	12.3196926	55.5856056
337	REMA 1000	Supermarked	['Supermarked', 'Discountsupermarkeder']	Frederikssundsvej 84	2400	København NV	12.5232878	55.7061844
338	Meny bageren	Supermarked	['Bager', 'Industribagerier', 'Supermarked']	Solrød Center 37	2680	Solrød Strand	12.2179728	55.5333824
339	Føtex Food Blegdamsvej	Supermarked	['Supermarked']	Blegdamsvej 118	2100	København Ø	12.5748386	55.6979141
340	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Dronningensgade 68	1420	København K	12.5931616	55.6725769
341	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Frederikssundsvej 44	2400	København NV	12.5316620	55.7026443
342	MENY	Supermarked	['Fiskebutik', 'Supermarked', 'Delikatesseforretninger', 'Slagter']	Himmelev Sognevej 95C	4000	Roskilde	12.1057749	55.6581573
343	Tingbjerg Marked ApS	Supermarked	['Supermarked', 'Fødevarer - Engros']	Hallingparken 32, 2. sal. th	2660	Brøndby Strand	12.4081411	55.6258087
344	MENY	Supermarked	['Fiskebutik', 'Supermarked', 'Slagter', 'Delikatesseforretninger']	Gymnasievej 29	4600	Køge	12.1677465	55.4540062
345	Søborg Bazar ApS	Supermarked	['Supermarked']	Søborg Hovedgade 177A, st. sal.	2860	Søborg	12.5012569	55.7409554
346	Faxe Landhandel	Supermarked	['Supermarked', 'Detailhandel']	Bonderødvej 6	4640	Faxe	12.1764631	55.2778664
347	Fkp Detail Invest ApS	Supermarked	['Supermarked']	Hornsherredvej 3	4060	Kirke Såby	11.9208078	55.6531487
348	Homemate ApS	Supermarked	['Take away', 'Cateringfirma', 'Supermarked', 'Fødevareproducenter']	Telefonvej 6	2860	Søborg	12.4923944	55.7396088
349	Coop365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Mellemvang 2	4573	Højby	11.5989132	55.9093552
350	Daglibrugsen Nr. Jernløse	Supermarked	['Supermarked', 'Bager', 'Postbutikker']	Nørupvej 16	4420	Regstrup	11.6181183	55.6728783
351	REMA 1000	Supermarked	['Supermarked', 'Discountsupermarkeder']	Hedeparken 9A	2750	Ballerup	12.3573132	55.7192078
352	Sandbirk Service	Supermarked	['Supermarked']	Riddergade 17A	4760	Vordingborg	11.9150114	55.0060768
353	Min Købmand	Supermarked	['Supermarked']	Klintvej 5	4500	Nykøbing Sj	11.6057978	55.9334946
354	Spar, Klippinge	Supermarked	['Supermarked']	Baldersbækvej 2, 1. sal.	2635	Ishøj	12.3234892	55.6177101
355	Brugsen Halsnæs	Supermarked	['Supermarked']	Torupvejen 156	3390	Hundested	11.9414711	55.9827118
356	Netto	Supermarked	['Supermarked', 'Discountsupermarkeder']	Hedeparken 15	2750	Ballerup	12.3576708	55.7190361
357	Superspar Karrebæksminde I/S	Supermarked	['Supermarked']	Brosvinget 28	4736	Karrebæksminde	11.6460209	55.1780357
358	MENY	Supermarked	['Supermarked', 'Slagter', 'Delikatesseforretninger']	Strandvejen 64A	2900	Hellerup	12.5763512	55.7276306
359	Coop 365	Supermarked	['Supermarked', 'Discountsupermarkeder']	Østergade 12	3600	Frederikssund	12.0598497	55.8394089
360	SuperSpar Karrebæksminde I/S	Supermarked	['Supermarked']	Hestehaven 2	4736	Karrebæksminde	11.6447048	55.1844559
361	MENY	Supermarked	['Supermarked', 'Slagter', 'Delikatesseforretninger', 'GLS pakkeshops', 'Postbutikker']	Borups Alle 130	2000	Frederiksberg	12.5318794	55.6941757
362	Føtex Food Torveporten	Supermarked	['Supermarked']	Gammel Køge Landevej 84	2500	Valby	12.5099993	55.6536903
363	Fj Høng ApS	Supermarked	['Supermarked']	Hovedgaden 50	4270	Høng	11.2901421	55.5112381
364	Meny Præstø I/S	Supermarked	['Supermarked']	Svend Gønges Torv 9	4720	Præstø	12.0386276	55.1218147
365	Meny Hundested I/S	Supermarked	['Supermarked']	Nørregade 11	3390	Hundested	11.8510714	55.9650764
366	Irma A/S Hovedkontor	Supermarked	['Hovedkontorer', 'Supermarked']	Roskildevej 65	2620	Albertslund	12.3607798	55.6620102
367	Meny Espergærde	Supermarked	['Supermarked']	Øster Torv 10	3060	Espergærde	12.5457726	55.9947853
368	Lulu Market	Supermarked	['Supermarked']	Kildegårds Plads 5	2820	Gentofte	12.5385485	55.7381897
369	Merchandicing Ved Jens Wittrock	Supermarked	['Supermarked']	Engsvinget 3A, 1. sal. 3	3400	Hillerød	12.3177834	55.9181595
370	REMA 1000	Supermarked	['Supermarked']	Amager Strandvej 108	2300	København S	12.6319580	55.6610756
371	Lidl Amager	Supermarked	['Supermarked']	Amager Strandvej 100	2300	København S	12.6315575	55.6615791
372	Vestegnens Bazar ApS	Supermarked	['Supermarked']	Brøndby Strand Centrum 9	2660	Brøndby Strand	12.4224873	55.6213570
373	MENY	Supermarked	['Supermarked', 'Slagter', 'Postbutikker']	Stationspladsen 4	4690	Haslev	11.9610806	55.3287697
374	Voonberg	Supermarked	['Supermarked', 'Reklamebureauer', 'Taxachauffør', 'Hotel']	Turesensgade 33	1368	København K	12.5618906	55.6817932
375	Irma Øster Farimagsgade	Supermarked	['Supermarked']	Øster Farimagsgade 28A	2100	København Ø	12.5762615	55.6912651
376	Coop Superbrugsen Dragør	Supermarked	['Supermarked']	Krudttårnsvej 171	2791	Dragør	12.6475248	55.5839272
377	Deliccimo	Supermarked	['Supermarked']	Gammel Mønt 5, st. sal.	1117	København K	12.5815458	55.6808586
378	Superbrugsen Nærheden	Supermarked	['Supermarked']	Sejlbjerg Alle 1	2640	Hedehusene	12.2039127	55.6444855
379	Irma Hellerup St.	Supermarked	['Supermarked']	Ryvangs Allé 81, st. sal.	2900	Hellerup	12.5675611	55.7313309
380	Superbrugsen Godthåbsvej	Supermarked	['Supermarked']	Godthåbsvej 207	2720	Vanløse	12.5121050	55.6930504
381	Irma Køge	Supermarked	['Supermarked']	Rådhusstræde 10A	4600	Køge	12.1855431	55.4577637
382	Vietnam Supermarked - Lager	Supermarked	['Supermarked']	Kanalholmen 14B	2650	Hvidovre	12.4527674	55.6109161
383	Coop Daglibrugsen Herman Bangs Plads	Supermarked	['Supermarked']	Herman Bangs Plads 3	2500	Valby	12.5032597	55.6673698
384	Irma A/S	Supermarked	['Supermarked']	Peter Bangs Vej 61	2000	Frederiksberg	12.5083828	55.6786652
385	Brugsen Hovedbanen Dagligvarer	Supermarked	['Supermarked']	Banegårdspladsen 5	1570	København V	12.5650024	55.6735954
386	Kvickly	Supermarked	['Supermarked']	Stationsporten 8	2620	Albertslund	12.3527403	55.6565323
387	Irma Nærum	Supermarked	['Supermarked']	Nærumvænge Torv 1	2850	Nærum	12.5302906	55.8147240
388	Irma A/S	Supermarked	['Supermarked']	Axeltorv 3	1609	København V	12.5641079	55.6756554
389	Coop Superbrugsen Ølsted	Supermarked	['Supermarked']	Byvej 6	3310	Ølsted	12.0724268	55.9238205
390	Spar Kfum Roskilde	Supermarked	['Supermarked']	Snebærvej 16	4000	Roskilde	12.1125746	55.6367874
